student_id,name,gender,class,section,school,zone,district,state,phone,address,attendance,math_score,science_score,language_score,meal_participation,distance_km,sibling_dropout,family_income,parent_education,engagement_score,dropout_reason,dropout_risk,location_type
1156,Mani,Male,10,B,GHSS Adyar,North Zone,Chennai,Tamil Nadu,+91-63336-77763,"150, Adyar Main Road",48,65,48,62,yes,7.5,no,low,primary,73,Seasonal migration,1,Village
1157,Vasuki,Female,9,B,GHSS Gandhipuram,West Zone,Coimbatore,Tamil Nadu,+91-84767-53273,"170, Gandhipuram Colony",49,44,62,95,yes,8.9,no,low,secondary,62,Household responsibilities,1,City
1158,Swathi,Female,7,A,GHSS Guindy,North Zone,Chennai,Tamil Nadu,+91-68712-35492,"108, Guindy Avenue",81,59,91,37,yes,3.0,yes,medium,primary,68,None reported,0,City
1159,Surya,Male,7,B,GHSS Attur,West Zone,Salem,Tamil Nadu,+91-62455-44800,"187, Attur Colony",53,19,67,70,yes,2.9,no,medium,graduate,66,None reported,0,City
1160,Naveen,Male,9,A,GHSS Villupuram,East Zone,Villupuram,Tamil Nadu,+91-84387-71463,"67, Villupuram Avenue",67,100,51,70,yes,5.8,no,medium,none,55,None reported,0,Village
1161,Archana,Female,8,C,GHSS Kancheepuram,North Zone,Kancheepuram,Tamil Nadu,+91-76075-39648,"209, Kancheepuram Main Road",78,57,52,94,no,7.3,no,medium,secondary,84,None reported,0,Village
1162,Saranya,Female,8,B,GHSS Gandhipuram,West Zone,Coimbatore,Tamil Nadu,+91-66979-29394,"143, Gandhipuram Cross Street",65,11,45,100,yes,11.9,yes,low,graduate,57,Health issues,1,City
1163,Prasad,Male,9,A,GHSS Avadi,North Zone,Tiruvallur,Tamil Nadu,+91-79600-20633,"63, Avadi Cross Street",90,87,62,52,yes,5.2,no,medium,primary,33,None reported,0,Village
1164,Sowmya,Female,6,B,GHSS Madhavaram,North Zone,Chennai,Tamil Nadu,+91-84273-25496,"79, Madhavaram Cross Street",82,45,60,44,yes,2.3,no,low,secondary,62,None reported,0,City
1165,Dhivya,Female,9,C,GHSS Chengalpattu Town,North Zone,Chengalpattu,Tamil Nadu,+91-70432-88378,"84, Chengalpattu Town Avenue",72,65,38,83,yes,3.8,no,low,secondary,58,None reported,0,Village
1166,Pooja,Female,6,A,GHSS Guindy,North Zone,Chennai,Tamil Nadu,+91-69954-16731,"1, Guindy Colony",43,55,56,65,yes,6.7,no,medium,none,83,None reported,0,Village
1167,Kumar,Male,7,B,GHSS Trichy Fort,Central Zone,Trichy,Tamil Nadu,+91-70827-50601,"85, Trichy Fort Main Road",70,59,40,78,yes,8.5,no,medium,graduate,70,None reported,0,Village
1168,Dhanush,Male,6,A,GHSS Namakkal,West Zone,Namakkal,Tamil Nadu,+91-67047-45039,"152, Namakkal Nagar",61,22,79,42,no,9.6,no,low,graduate,55,Family relocation,1,City
1169,Logesh,Male,10,B,GHSS Tiruvallur Town,North Zone,Tiruvallur,Tamil Nadu,+91-66299-75066,"156, Tiruvallur Town Cross Street",77,38,32,30,yes,3.5,no,low,secondary,76,None reported,0,City
1170,Divya,Female,9,B,GHSS Chidambaram,East Zone,Cuddalore,Tamil Nadu,+91-86286-64784,"207, Chidambaram Cross Street",59,100,38,47,yes,5.7,no,low,primary,56,None reported,0,City
1171,Sowmya,Female,8,A,GHSS Madurai West,South Zone,Madurai,Tamil Nadu,+91-69678-24113,"115, Madurai West Cross Street",76,52,68,49,no,0.9,yes,medium,secondary,47,None reported,0,Village
1172,Velan,Male,6,B,GHSS Virudhunagar,South Zone,Virudhunagar,Tamil Nadu,+91-98513-49655,"240, Virudhunagar Cross Street",47,21,50,60,yes,8.8,no,medium,primary,58,Lack of interest,1,Village
1173,Ramya,Female,6,B,GHSS Sriperumbudur,North Zone,Kancheepuram,Tamil Nadu,+91-85530-34453,"209, Sriperumbudur Colony",90,82,52,35,no,1.1,no,low,primary,58,None reported,0,City
1174,Sowmya,Female,9,C,GHSS Kovilpatti,South Zone,Thoothukudi,Tamil Nadu,+91-72056-10975,"223, Kovilpatti Cross Street",59,45,43,51,yes,9.1,no,low,secondary,58,Peer influence,1,City
1175,Eswari,Female,6,B,GHSS Virudhunagar,South Zone,Virudhunagar,Tamil Nadu,+91-73255-33660,"107, Virudhunagar Main Road",62,63,63,49,no,3.3,no,low,graduate,84,None reported,0,Village
1176,Mani,Male,8,C,GHSS Virudhunagar,South Zone,Virudhunagar,Tamil Nadu,+91-92838-36438,"55, Virudhunagar Cross Street",63,35,68,54,no,0.5,no,medium,primary,74,None reported,0,City
1177,Bhuvana,Female,10,B,GHSS Singanallur,West Zone,Coimbatore,Tamil Nadu,+91-89815-87460,"141, Singanallur Nagar",31,82,66,37,yes,7.3,no,low,primary,43,Economic hardship,1,Village
1178,Divya,Female,8,B,GHSS Adyar,North Zone,Chennai,Tamil Nadu,+91-90378-89791,"147, Adyar Cross Street",93,43,40,25,no,9.6,no,low,secondary,59,None reported,0,City
1179,Mythili,Female,7,B,GHSS Thirumangalam,South Zone,Madurai,Tamil Nadu,+91-76655-61748,"68, Thirumangalam Main Road",63,69,30,37,no,0.9,yes,low,secondary,69,None reported,0,City
1180,Kumar,Male,7,B,GHSS Madurai West,South Zone,Madurai,Tamil Nadu,+91-87312-12142,"129, Madurai West Nagar",83,28,73,62,yes,11.5,no,low,primary,79,Lack of interest,1,City
1181,Murugan,Male,10,A,GHSS Salem Town,West Zone,Salem,Tamil Nadu,+91-81534-33230,"140, Salem Town Cross Street",71,15,55,81,no,1.8,yes,medium,primary,54,Lack of interest,1,Village
1182,Prabhu,Male,9,A,GHSS Virudhunagar,South Zone,Virudhunagar,Tamil Nadu,+91-76920-32154,"169, Virudhunagar Nagar",67,57,10,91,yes,0.7,yes,medium,graduate,54,None reported,0,City
1183,Eswari,Female,7,B,GHSS Chengalpattu Town,North Zone,Chengalpattu,Tamil Nadu,+91-95958-93757,"18, Chengalpattu Town Main Road",81,60,80,72,no,9.3,no,medium,primary,64,None reported,0,City
1184,Deepak,Male,6,A,GHSS Ambattur,North Zone,Chennai,Tamil Nadu,+91-89575-54240,"32, Ambattur Avenue",60,76,27,75,yes,11.4,no,medium,secondary,52,None reported,0,City
1185,Ranjani,Female,6,B,GHSS Chidambaram,East Zone,Cuddalore,Tamil Nadu,+91-72405-81474,"65, Chidambaram Main Road",91,63,69,66,yes,4.6,yes,medium,secondary,42,None reported,0,Village
1186,Ajay,Male,7,A,GHSS Virudhunagar,South Zone,Virudhunagar,Tamil Nadu,+91-61952-54588,"219, Virudhunagar Colony",55,69,57,80,no,6.7,no,low,secondary,69,Seasonal migration,1,Village
1187,Sneha,Female,10,B,GHSS Chengalpattu Town,North Zone,Chengalpattu,Tamil Nadu,+91-92399-83067,"198, Chengalpattu Town Colony",53,42,56,24,yes,6.1,no,low,secondary,87,Low academic confidence,1,City
1188,Uma,Female,8,A,GHSS Velachery,North Zone,Chennai,Tamil Nadu,+91-82198-64464,"192, Velachery Main Road",64,71,21,75,yes,7.1,yes,low,none,89,Seasonal migration,1,Village
1189,Kamala,Female,6,A,GHSS Avadi,North Zone,Tiruvallur,Tamil Nadu,+91-96149-54656,"31, Avadi Avenue",53,74,58,40,yes,1.8,yes,medium,primary,73,None reported,0,City
1190,Kishore,Male,8,A,GHSS Thoothukudi,South Zone,Thoothukudi,Tamil Nadu,+91-68973-43853,"209, Thoothukudi Colony",85,50,78,38,no,0.9,yes,medium,primary,46,None reported,0,City
1191,Sathish,Male,8,B,GHSS Ambattur,North Zone,Chennai,Tamil Nadu,+91-61713-47375,"84, Ambattur Cross Street",76,62,47,78,yes,6.2,no,high,primary,75,None reported,0,City
1192,Karthik,Male,10,C,GHSS Tirupur,West Zone,Tirupur,Tamil Nadu,+91-68108-33936,"148, Tirupur Cross Street",90,62,72,60,yes,1.6,no,high,primary,98,None reported,0,Village
1193,Naveen,Male,6,B,GHSS Thoothukudi,South Zone,Thoothukudi,Tamil Nadu,+91-95975-85675,"223, Thoothukudi Avenue",61,99,59,43,no,6.7,no,medium,primary,86,None reported,0,City
1194,Kowsalya,Female,8,A,GHSS Thillai Nagar,Central Zone,Trichy,Tamil Nadu,+91-77632-16822,"36, Thillai Nagar Main Road",70,73,76,68,yes,11.1,no,medium,none,56,None reported,0,City
1195,Dhanush,Male,6,A,GHSS Sirkazhi,Central Zone,Nagapattinam,Tamil Nadu,+91-96778-42450,"21, Sirkazhi Nagar",77,53,63,24,yes,5.2,yes,low,secondary,67,None reported,0,City
1196,Siddharth,Male,10,C,GHSS Avadi,North Zone,Tiruvallur,Tamil Nadu,+91-93402-41272,"105, Avadi Main Road",63,90,69,68,yes,3.0,no,medium,none,73,None reported,0,Village
1197,Hema,Female,7,B,GHSS Attur,West Zone,Salem,Tamil Nadu,+91-82561-27853,"104, Attur Avenue",53,86,88,68,no,7.6,no,low,primary,86,Health issues,1,City
1198,Mythili,Female,8,B,GHSS Madurai West,South Zone,Madurai,Tamil Nadu,+91-60095-25022,"104, Madurai West Avenue",65,47,59,72,yes,8.6,no,medium,graduate,62,None reported,0,Village
1199,Gokul,Male,8,C,GHSS Tiruvallur Town,North Zone,Tiruvallur,Tamil Nadu,+91-62634-40258,"64, Tiruvallur Town Main Road",82,67,42,73,yes,7.2,no,medium,secondary,79,None reported,0,City
1200,Prabhu,Male,9,A,GHSS Chengalpattu Town,North Zone,Chengalpattu,Tamil Nadu,+91-87089-24018,"88, Chengalpattu Town Cross Street",64,72,30,65,yes,0.5,yes,low,none,44,Economic hardship,1,City
1201,Swathi,Female,7,C,GHSS Cuddalore,East Zone,Cuddalore,Tamil Nadu,+91-78026-68118,"170, Cuddalore Cross Street",61,53,45,59,yes,4.2,no,medium,graduate,67,None reported,0,Village
1202,Harish,Male,9,B,GHSS Chromepet,North Zone,Chengalpattu,Tamil Nadu,+91-88668-16413,"65, Chromepet Main Road",86,56,32,83,no,8.1,no,high,graduate,55,None reported,0,City
1203,Kamala,Female,7,A,GHSS Madhavaram,North Zone,Chennai,Tamil Nadu,+91-78575-46612,"46, Madhavaram Colony",72,69,61,82,yes,2.8,yes,medium,primary,73,None reported,0,City
1204,Selvam,Male,10,A,GHSS Gobichettipalayam,West Zone,Erode,Tamil Nadu,+91-91249-61196,"70, Gobichettipalayam Cross Street",60,100,61,62,no,3.1,yes,medium,primary,80,None reported,0,City
1205,Lavanya,Female,9,A,GHSS Adyar,North Zone,Chennai,Tamil Nadu,+91-69482-24394,"69, Adyar Nagar",81,72,100,63,yes,4.9,no,medium,secondary,65,None reported,0,City
1206,Kalpana,Female,6,B,GHSS Chidambaram,East Zone,Cuddalore,Tamil Nadu,+91-67020-41617,"231, Chidambaram Nagar",70,77,30,31,no,5.1,yes,medium,primary,56,None reported,0,City
1207,Nandhini,Female,10,C,GHSS Erode,West Zone,Erode,Tamil Nadu,+91-69771-12565,"84, Erode Avenue",53,57,70,53,yes,2.6,no,medium,primary,50,None reported,0,City
1208,Hema,Female,8,A,GHSS Sirkazhi,Central Zone,Nagapattinam,Tamil Nadu,+91-77821-86833,"52, Sirkazhi Colony",68,71,25,74,yes,4.0,no,low,none,74,None reported,0,Village
1209,Sneha,Female,9,B,GHSS Namakkal,West Zone,Namakkal,Tamil Nadu,+91-75805-79794,"86, Namakkal Colony",81,78,91,55,yes,1.0,no,low,none,64,None reported,0,Village
1210,Vikram,Male,10,A,GHSS Tindivanam,East Zone,Villupuram,Tamil Nadu,+91-90610-64048,"137, Tindivanam Main Road",65,60,83,42,yes,2.1,no,low,primary,54,None reported,0,City
1211,Prabhu,Male,10,B,GHSS Perambalur,East Zone,Perambalur,Tamil Nadu,+91-98502-63626,"31, Perambalur Nagar",87,74,48,75,yes,3.0,yes,low,secondary,68,None reported,0,Village
1212,Keerthi,Female,6,B,GHSS Madurai West,South Zone,Madurai,Tamil Nadu,+91-75807-15789,"122, Madurai West Nagar",95,62,75,100,yes,3.4,no,medium,none,75,None reported,0,City
1213,Santhosh,Male,6,B,GHSS Chengalpattu Town,North Zone,Chengalpattu,Tamil Nadu,+91-97727-46394,"1, Chengalpattu Town Colony",78,78,55,100,yes,1.7,no,medium,graduate,72,None reported,0,City
1214,Yamuna,Female,9,C,GHSS Tindivanam,East Zone,Villupuram,Tamil Nadu,+91-71276-30572,"60, Tindivanam Main Road",63,41,73,75,yes,11.8,no,low,secondary,57,Low academic confidence,1,City
1215,Ganesh,Male,7,A,GHSS Tiruvallur Town,North Zone,Tiruvallur,Tamil Nadu,+91-84028-92199,"194, Tiruvallur Town Nagar",71,25,54,66,yes,5.7,no,low,none,84,Low academic confidence,1,Village
1216,Swathi,Female,6,A,GHSS Sirkazhi,Central Zone,Nagapattinam,Tamil Nadu,+91-67112-21118,"196, Sirkazhi Cross Street",50,29,35,37,no,0.9,yes,low,none,79,Early work pressure,1,City
1217,Ajay,Male,7,B,GHSS Avadi,North Zone,Tiruvallur,Tamil Nadu,+91-94790-87553,"231, Avadi Avenue",95,65,78,66,yes,2.4,no,low,secondary,65,None reported,0,Village
1218,Indira,Female,7,C,GHSS Salem Town,West Zone,Salem,Tamil Nadu,+91-78296-51383,"67, Salem Town Avenue",59,48,25,63,no,5.7,yes,medium,none,61,Family relocation,1,Village
1219,Velan,Male,6,A,GHSS Thillai Nagar,Central Zone,Trichy,Tamil Nadu,+91-63525-40112,"189, Thillai Nagar Avenue",74,54,48,45,yes,5.8,yes,low,secondary,62,Household responsibilities,1,City
1220,Saravanan,Male,9,B,GHSS Cuddalore,East Zone,Cuddalore,Tamil Nadu,+91-75191-26571,"62, Cuddalore Main Road",89,44,63,71,yes,2.1,no,medium,secondary,59,None reported,0,Village
1221,Prasad,Male,10,C,GHSS Guindy,North Zone,Chennai,Tamil Nadu,+91-71685-15769,"110, Guindy Colony",63,64,38,69,yes,3.5,no,low,primary,53,None reported,0,Village
1222,Karthik,Male,7,C,GHSS Rasipuram,West Zone,Namakkal,Tamil Nadu,+91-65253-52184,"118, Rasipuram Cross Street",78,95,36,67,yes,5.6,no,low,none,50,None reported,0,Village
1223,Vanitha,Female,6,A,GHSS Thiruvanmiyur,North Zone,Chennai,Tamil Nadu,+91-65481-52270,"43, Thiruvanmiyur Avenue",89,39,67,51,yes,8.4,no,medium,secondary,64,None reported,0,Village
1224,Vijay,Male,7,B,GHSS Avadi,North Zone,Tiruvallur,Tamil Nadu,+91-61693-29631,"91, Avadi Nagar",47,67,37,67,yes,7.9,yes,low,graduate,56,Peer influence,1,Village
1225,Bhuvana,Female,6,C,GHSS Cuddalore,East Zone,Cuddalore,Tamil Nadu,+91-97773-80780,"123, Cuddalore Nagar",70,62,44,67,yes,2.3,no,low,primary,87,None reported,0,Village
1226,Swetha,Female,6,A,GHSS Tambaram,North Zone,Chengalpattu,Tamil Nadu,+91-93236-66975,"120, Tambaram Main Road",57,78,81,49,yes,7.6,yes,medium,primary,44,Economic hardship,1,City
1227,Karthi,Male,6,A,GHSS Chidambaram,East Zone,Cuddalore,Tamil Nadu,+91-78027-79472,"39, Chidambaram Colony",71,46,86,61,yes,4.5,no,low,none,52,Lack of interest,1,Village
1228,Hema,Female,6,A,GHSS Thanjavur,Central Zone,Thanjavur,Tamil Nadu,+91-83999-50648,"211, Thanjavur Cross Street",54,79,48,65,yes,3.1,no,low,primary,79,None reported,0,Village
1229,Jeyanthi,Female,6,C,GHSS Perambalur,East Zone,Perambalur,Tamil Nadu,+91-96586-70296,"159, Perambalur Nagar",55,52,51,69,yes,5.2,yes,low,primary,69,Peer influence,1,City
1230,Bharath,Male,10,C,GHSS Singanallur,West Zone,Coimbatore,Tamil Nadu,+91-76568-79281,"32, Singanallur Avenue",58,53,44,34,yes,3.6,yes,low,none,64,Early work pressure,1,Village
1231,Rajesh,Male,8,C,GHSS Tambaram,North Zone,Chengalpattu,Tamil Nadu,+91-72300-79248,"166, Tambaram Main Road",97,41,42,48,yes,10.6,yes,medium,primary,74,None reported,0,Village
1232,Revathi,Female,7,A,GHSS Villupuram,East Zone,Villupuram,Tamil Nadu,+91-80152-63430,"77, Villupuram Cross Street",74,54,39,63,yes,7.6,no,low,secondary,42,Peer influence,1,City
1233,Prasad,Male,9,C,GHSS Tiruvallur Town,North Zone,Tiruvallur,Tamil Nadu,+91-65384-70550,"224, Tiruvallur Town Main Road",65,68,30,34,yes,6.6,yes,low,secondary,83,Health issues,1,Village
1234,Sangeetha,Female,9,A,GHSS Sivakasi,South Zone,Virudhunagar,Tamil Nadu,+91-75012-98572,"95, Sivakasi Nagar",68,85,59,65,yes,3.8,no,high,primary,76,None reported,0,Village
1235,Venkat,Male,7,C,GHSS Adyar,North Zone,Chennai,Tamil Nadu,+91-93618-85459,"209, Adyar Avenue",64,67,55,46,no,4.0,no,medium,primary,74,None reported,0,Village
1236,Bharath,Male,7,C,GHSS Avadi,North Zone,Tiruvallur,Tamil Nadu,+91-68798-71037,"157, Avadi Main Road",59,50,30,84,no,6.3,yes,low,primary,73,Seasonal migration,1,Village
1237,Divya,Female,8,C,GHSS Rasipuram,West Zone,Namakkal,Tamil Nadu,+91-83269-35471,"213, Rasipuram Avenue",86,54,28,95,yes,3.2,no,low,graduate,65,None reported,0,Village
1238,Mythili,Female,8,C,GHSS Ponneri,North Zone,Tiruvallur,Tamil Nadu,+91-89802-78971,"120, Ponneri Main Road",50,59,70,58,yes,2.1,yes,low,none,78,Peer influence,1,City
1239,Karthi,Male,7,A,GHSS Gobichettipalayam,West Zone,Erode,Tamil Nadu,+91-62569-63300,"219, Gobichettipalayam Main Road",79,33,40,74,yes,6.2,yes,low,secondary,23,Low academic confidence,1,Village
1240,Vijay,Male,10,C,GHSS RS Puram,West Zone,Coimbatore,Tamil Nadu,+91-86686-82423,"185, RS Puram Avenue",75,39,53,63,yes,5.0,no,medium,primary,64,None reported,0,Village
1241,Ravi,Male,7,A,GHSS Adyar,North Zone,Chennai,Tamil Nadu,+91-68382-88275,"135, Adyar Main Road",64,41,97,94,yes,1.7,no,high,none,50,None reported,0,City
1242,Tamil,Male,9,B,GHSS Sirkazhi,Central Zone,Nagapattinam,Tamil Nadu,+91-87230-10402,"226, Sirkazhi Avenue",97,54,61,64,yes,8.9,no,medium,primary,58,None reported,0,City
1243,Ramesh,Male,8,C,GHSS Sivakasi,South Zone,Virudhunagar,Tamil Nadu,+91-97685-47596,"28, Sivakasi Avenue",76,54,42,37,yes,4.1,yes,low,none,47,Lack of interest,1,City
1244,Lavanya,Female,7,B,GHSS Singanallur,West Zone,Coimbatore,Tamil Nadu,+91-71180-30667,"56, Singanallur Avenue",49,62,38,61,yes,7.2,no,medium,secondary,86,None reported,0,Village
1245,Ajay,Male,7,B,GHSS Tirunelveli Town,South Zone,Tirunelveli,Tamil Nadu,+91-79264-27046,"134, Tirunelveli Town Avenue",89,59,56,94,yes,1.6,no,low,primary,73,None reported,0,Village
1246,Tamilselvi,Female,6,B,GHSS Rasipuram,West Zone,Namakkal,Tamil Nadu,+91-63038-78070,"178, Rasipuram Main Road",67,34,64,77,yes,3.2,no,low,secondary,57,None reported,0,Village
1247,Gokul,Male,7,B,GHSS Adyar,North Zone,Chennai,Tamil Nadu,+91-85597-62144,"227, Adyar Avenue",73,51,52,22,no,10.6,yes,high,graduate,61,Seasonal migration,1,City
1248,Vasanth,Male,6,B,GHSS Kancheepuram,North Zone,Kancheepuram,Tamil Nadu,+91-76647-54634,"92, Kancheepuram Main Road",78,42,53,47,no,11.3,yes,medium,none,66,Low academic confidence,1,City
1249,Ranjani,Female,10,A,GHSS Kumbakonam,Central Zone,Thanjavur,Tamil Nadu,+91-69345-91419,"54, Kumbakonam Avenue",70,44,81,80,yes,10.2,no,medium,primary,59,None reported,0,City
1250,Sangeetha,Female,6,A,GHSS Madurai West,South Zone,Madurai,Tamil Nadu,+91-82453-49117,"61, Madurai West Colony",75,66,65,34,yes,9.6,no,low,primary,78,None reported,0,Village
1251,Surya,Male,6,A,GHSS Madurai East,South Zone,Madurai,Tamil Nadu,+91-61183-89387,"211, Madurai East Main Road",64,54,100,69,yes,1.9,yes,medium,secondary,61,None reported,0,City
1252,Hema,Female,10,C,GHSS Ambattur,North Zone,Chennai,Tamil Nadu,+91-76727-86401,"207, Ambattur Cross Street",39,86,35,48,no,2.6,yes,medium,primary,62,None reported,0,City
1253,Vasuki,Female,10,C,GHSS Erode,West Zone,Erode,Tamil Nadu,+91-79425-82443,"165, Erode Avenue",95,75,56,70,yes,9.3,no,medium,secondary,59,None reported,0,Village
1254,Pooja,Female,10,B,GHSS Kancheepuram,North Zone,Kancheepuram,Tamil Nadu,+91-81650-84100,"27, Kancheepuram Nagar",80,66,78,83,yes,4.9,no,medium,primary,76,None reported,0,Village
1255,Bharath,Male,10,B,GHSS Erode,West Zone,Erode,Tamil Nadu,+91-72121-39232,"76, Erode Cross Street",67,74,56,47,yes,2.7,yes,medium,graduate,61,None reported,0,Village
1256,Durga,Female,10,C,GHSS Madhavaram,North Zone,Chennai,Tamil Nadu,+91-67714-69923,"196, Madhavaram Colony",69,73,51,42,yes,11.9,no,low,secondary,64,None reported,0,City
1257,Balaji,Male,9,A,GHSS Chengalpattu Town,North Zone,Chengalpattu,Tamil Nadu,+91-99478-57422,"167, Chengalpattu Town Cross Street",69,60,70,78,yes,8.8,no,low,graduate,55,None reported,0,City
1258,Santhosh,Male,10,A,GHSS Palayamkottai,South Zone,Tirunelveli,Tamil Nadu,+91-69336-84221,"157, Palayamkottai Colony",64,43,71,88,yes,11.5,no,medium,graduate,63,None reported,0,City
1259,Priya,Female,10,A,GHSS Thillai Nagar,Central Zone,Trichy,Tamil Nadu,+91-96085-60126,"147, Thillai Nagar Colony",70,88,67,72,yes,8.3,no,medium,primary,50,None reported,0,City
1260,Eswari,Female,6,A,GHSS Thiruvanmiyur,North Zone,Chennai,Tamil Nadu,+91-72470-79272,"81, Thiruvanmiyur Avenue",88,48,42,62,no,1.6,no,medium,secondary,61,None reported,0,City
1261,Vasuki,Female,6,B,GHSS Chromepet,North Zone,Chengalpattu,Tamil Nadu,+91-93359-45638,"161, Chromepet Main Road",74,39,78,86,yes,2.2,no,medium,primary,42,None reported,0,Village
1262,Logesh,Male,7,B,GHSS Madurai East,South Zone,Madurai,Tamil Nadu,+91-85512-18205,"15, Madurai East Main Road",82,42,69,60,no,6.4,no,low,secondary,64,None reported,0,Village
1263,Ranjani,Female,7,A,GHSS Guindy,North Zone,Chennai,Tamil Nadu,+91-63140-18679,"97, Guindy Avenue",75,86,40,77,no,4.4,no,medium,secondary,85,None reported,0,Village
1264,Shankar,Male,8,A,GHSS Palayamkottai,South Zone,Tirunelveli,Tamil Nadu,+91-94197-35676,"224, Palayamkottai Avenue",74,95,43,74,yes,9.0,yes,medium,none,60,Household responsibilities,1,Village
1265,Ramya,Female,9,C,GHSS Kancheepuram,North Zone,Kancheepuram,Tamil Nadu,+91-88878-68024,"154, Kancheepuram Nagar",86,56,48,82,no,7.8,no,low,primary,57,None reported,0,Village
1266,Deepika,Female,6,C,GHSS Pudukkottai,Central Zone,Pudukkottai,Tamil Nadu,+91-68991-55160,"5, Pudukkottai Avenue",52,52,69,87,yes,9.3,no,high,secondary,69,None reported,0,City
1267,Gokul,Male,9,C,GHSS Rasipuram,West Zone,Namakkal,Tamil Nadu,+91-99439-18754,"197, Rasipuram Nagar",93,37,51,60,yes,11.1,no,medium,graduate,65,None reported,0,City
1268,Ramesh,Male,10,C,GHSS Salem Town,West Zone,Salem,Tamil Nadu,+91-68694-51182,"92, Salem Town Cross Street",73,72,50,66,yes,2.8,no,low,graduate,65,None reported,0,City
1269,Hari,Male,9,A,GHSS Nagapattinam,Central Zone,Nagapattinam,Tamil Nadu,+91-70765-98871,"27, Nagapattinam Main Road",59,58,56,62,no,0.6,no,medium,none,67,None reported,0,City
1270,Ravi,Male,9,A,GHSS Madurai East,South Zone,Madurai,Tamil Nadu,+91-95790-85161,"89, Madurai East Colony",70,50,77,43,yes,6.4,no,medium,none,54,Family relocation,1,City
1271,Ganesh,Male,7,B,GHSS Ambattur,North Zone,Chennai,Tamil Nadu,+91-71055-85865,"83, Ambattur Main Road",100,46,38,79,yes,4.0,no,high,primary,40,None reported,0,Village
1272,Ramesh,Male,8,C,GHSS Velachery,North Zone,Chennai,Tamil Nadu,+91-73427-99397,"65, Velachery Main Road",69,99,32,33,yes,3.7,no,high,none,46,None reported,0,Village
1273,Saranya,Female,10,A,GHSS Kancheepuram,North Zone,Kancheepuram,Tamil Nadu,+91-64926-11836,"214, Kancheepuram Cross Street",87,82,50,76,no,6.2,no,high,secondary,87,None reported,0,Village
1274,Murugan,Male,10,C,GHSS Tambaram,North Zone,Chengalpattu,Tamil Nadu,+91-82291-74396,"201, Tambaram Avenue",89,48,12,45,yes,6.5,no,low,none,55,Lack of interest,1,Village
1275,Lavanya,Female,9,A,GHSS Salem Town,West Zone,Salem,Tamil Nadu,+91-61910-54364,"59, Salem Town Avenue",59,49,70,79,no,6.4,no,low,none,58,Early work pressure,1,Village
1276,Tamilselvi,Female,6,B,GHSS Tindivanam,East Zone,Villupuram,Tamil Nadu,+91-89725-72694,"180, Tindivanam Main Road",90,68,60,80,no,5.4,no,medium,secondary,68,None reported,0,City
1277,Dhivya,Female,7,B,GHSS Singanallur,West Zone,Coimbatore,Tamil Nadu,+91-95430-28825,"22, Singanallur Cross Street",99,31,46,60,yes,9.6,no,medium,none,70,None reported,0,City
1278,Naveen,Male,8,B,GHSS Villupuram,East Zone,Villupuram,Tamil Nadu,+91-81957-80657,"115, Villupuram Main Road",87,56,30,75,yes,8.3,no,low,graduate,74,None reported,0,Village
1279,Durga,Female,10,A,GHSS Ariyalur,East Zone,Ariyalur,Tamil Nadu,+91-97215-62157,"117, Ariyalur Avenue",33,52,24,48,yes,11.3,yes,low,secondary,48,Seasonal migration,1,Village
1280,Saravanan,Male,10,C,GHSS Villupuram,East Zone,Villupuram,Tamil Nadu,+91-61059-30753,"33, Villupuram Main Road",80,59,33,76,yes,7.5,no,low,primary,43,None reported,0,Village
1281,Divya,Female,10,C,GHSS Ariyalur,East Zone,Ariyalur,Tamil Nadu,+91-76434-76500,"75, Ariyalur Cross Street",72,42,48,70,yes,5.5,no,low,secondary,71,None reported,0,City
1282,Abinaya,Female,8,C,GHSS Namakkal,West Zone,Namakkal,Tamil Nadu,+91-95762-76523,"118, Namakkal Main Road",94,60,64,58,yes,7.9,no,medium,secondary,70,None reported,0,City
1283,Pooja,Female,8,A,GHSS Madurai West,South Zone,Madurai,Tamil Nadu,+91-72239-13436,"240, Madurai West Avenue",79,59,27,70,yes,5.0,yes,high,primary,72,None reported,0,City
1284,Revathi,Female,9,A,GHSS Namakkal,West Zone,Namakkal,Tamil Nadu,+91-95518-29649,"220, Namakkal Avenue",57,33,80,69,yes,11.7,no,low,secondary,60,Early work pressure,1,City
1285,Ranjani,Female,9,C,GHSS Kancheepuram,North Zone,Kancheepuram,Tamil Nadu,+91-94874-51714,"175, Kancheepuram Avenue",46,39,74,61,no,6.4,yes,medium,none,53,Economic hardship,1,Village
1286,Ramesh,Male,7,C,GHSS Rasipuram,West Zone,Namakkal,Tamil Nadu,+91-83616-61138,"98, Rasipuram Avenue",81,47,84,87,yes,8.5,no,medium,primary,61,None reported,0,Village
1287,Bhuvana,Female,9,C,GHSS Velachery,North Zone,Chennai,Tamil Nadu,+91-84545-45169,"65, Velachery Cross Street",57,10,29,39,no,3.7,no,low,none,65,Seasonal migration,1,Village
1288,Kamala,Female,10,B,GHSS Chromepet,North Zone,Chengalpattu,Tamil Nadu,+91-94911-85504,"217, Chromepet Nagar",58,28,46,67,yes,7.5,yes,low,secondary,68,Household responsibilities,1,City
